id;tuits_ideas;#palabras;#longitud_ideas_tuits;tuit_o_idea;#etiquetadores;conoce_fuente;hecho_prom;contraar_prom;opinion_prom;argumento_prom;hecho_sum;contraar_sum;opinion_sum;argumento_sum;#menciones;#hashtags;#urls;replies_count;retweets_count;likes_count;reply_to
518;@LassoGuillermo Ud inicia contenta y nosotros con miedo!!! Basta de tanta delincuencia, basta de sicarios basta!!?;16;114;0;2;1;0.00;0.00;4.50;0.00;0.00;0.00;0.50;0.00;1;0;0;0;0;0;2
519;@LassoGuillermo Ud inicia contenta y nosotros con miedo!!! Basta de tanta delincuencia, basta de sicarios basta!!?;16;114;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
520;Claro que sí, es más fácil ser aliados del Narcotrafico y la delincuencia que enfrentarlo.;15;90;1;2;1;2.50;0.00;4.50;0.00;12.50;0.00;0.50;0.00;0;0;0;0;1;1;1
521;Claro que sí, es más fácil ser aliados del Narcotrafico y la delincuencia que enfrentarlo.;15;90;1;1;0;0.00;0.00;3.00;2.00;0.00;0.00;0.00;0.00;0;0;0;0;1;1;1
522;Claro que sí, es más fácil ser aliados del Narcotrafico y la delincuencia que enfrentarlo;15;89;0;1;1;5.00;0.00;4.00;2.00;0.00;0.00;0.00;0.00;0;0;0;0;1;1;1
523;Claro que sí, es más fácil ser aliados del Narcotrafico y la delincuencia que enfrentarlo;15;89;0;1;0;0.00;3.00;4.00;5.00;0.00;0.00;0.00;0.00;0;0;0;0;1;1;1
524;co/kWDJRofGKz;1;13;0;2;1;0.00;0.00;2.50;1.00;0.00;0.00;12.50;2.00;0;0;0;33;186;352;1
525;#PabelDijo🎙| #Quito 💙❤️💙 debe estar inundada de oferta cultural 🎻🎭 La cultura reivindica el sentido de pertenencia;17;119;0;2;1;0.00;0.00;4.50;1.00;0.00;0.00;0.50;2.00;0;2;0;33;186;352;1
526;El deporte⚽️🏀 y la cultura 🎨🖌son los mejores antídotos para evitar el consumo de drogas, delincuencia y todo lo que viene asociado”, ⁦@pabelml⁩ https://t;24;156;0;2;1;0.00;0.00;4.50;1.50;0.00;0.00;0.50;0.50;1;0;1;33;186;352;1
527;#PabelDijo🎙| #Quito 💙❤️💙 debe estar inundada de oferta cultural 🎻🎭 La cultura reivindica el sentido de pertenencia. El deporte⚽️🏀 y la cultura 🎨🖌son los mejores antídotos para evitar el consumo de drogas, delincuencia y todo lo que viene asociado”, ⁦@pabelml⁩ https://t.co/kWDJRofGKz;41;291;0;2;1;0.00;0.00;5.00;1.50;0.00;0.00;0.00;0.50;1;2;1;33;186;352;1
528;#PabelDijo🎙| #Quito 💙❤️💙 debe estar inundada de oferta cultural 🎻🎭 La cultura reivindica el sentido de pertenencia;17;119;0;2;0;2.00;2.00;2.50;1.50;8.00;8.00;12.50;4.50;0;2;0;33;186;352;1
529;El deporte⚽️🏀 y la cultura 🎨🖌son los mejores antídotos para evitar el consumo de drogas, delincuencia y todo lo que viene asociado”, ⁦@pabelml⁩ https://t;24;156;0;2;0;3.50;0.00;4.00;2.00;0.50;0.00;2.00;0.00;1;0;1;33;186;352;1
530;#PabelDijo🎙| #Quito 💙❤️💙 debe estar inundada de oferta cultural 🎻🎭 La cultura reivindica el sentido de pertenencia. El deporte⚽️🏀 y la cultura 🎨🖌son los mejores antídotos para evitar el consumo de drogas, delincuencia y todo lo que viene asociado”, ⁦@pabelml⁩ https://t.co/kWDJRofGKz;41;291;0;2;0;2.00;0.00;4.50;2.00;8.00;0.00;0.50;0.00;1;2;1;33;186;352;1
531;definan: 1;2;10;0;1;0;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;3
532;@CJudicaturaEc @CorteNacional;2;29;0;1;0;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;2;0;0;0;1;0;3
533;"- ""técnico"" 2";3;13;0;1;0;2.00;0.00;5.00;3.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;3
534;"- ""cumplió con el Ecuador"" Por qué de ser así";10;45;0;2;0;2.50;0.00;3.00;1.50;12.50;0.00;0.00;4.50;0;0;0;0;1;0;3
535;definan: 1;2;10;0;2;1;0.00;0.00;3.00;0.50;0.00;0.00;8.00;0.00;0;0;0;0;1;0;3
536;@CJudicaturaEc @CorteNacional;2;29;0;2;1;0.00;0.00;2.50;1.00;0.00;0.00;12.50;0.00;2;0;0;0;1;0;3
537;"- ""técnico"" 2";3;13;0;2;1;0.00;0.00;3.00;0.50;0.00;0.00;8.00;0.50;0;0;0;0;1;0;3
538;"- ""cumplió con el Ecuador"" Por qué de ser así";10;45;0;2;1;0.00;0.00;3.00;0.50;0.00;0.00;8.00;0.50;0;0;0;0;1;0;3
539;el país NO ESTARÍA PLAGADO, INFESTADO DE JUECES CORRUPTOS QUE SE VENDEN AL MEJOR POSTOR UDS @CJudicaturaEc SON LOS CULPABLES DE QUE LA JUSTICIA ES;25;146;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;1;0;3
540;el país NO ESTARÍA PLAGADO, INFESTADO DE JUECES CORRUPTOS QUE SE VENDEN AL MEJOR POSTOR UDS @CJudicaturaEc SON LOS CULPABLES DE QUE LA JUSTICIA ES;25;146;0;2;1;0.00;0.00;4.00;1.00;0.00;0.00;2.00;0.00;1;0;0;0;1;0;3
541;"@CJudicaturaEc @CorteNacional ... definan: 1.- ""técnico"" 2.- ""cumplió con el Ecuador"" Por qué de ser así...el país NO ESTARÍA PLAGADO, INFESTADO DE JUECES CORRUPTOS QUE SE VENDEN AL MEJOR POSTOR UDS @CJudicaturaEc SON LOS CULPABLES DE QUE LA JUSTICIA ES";40;253;0;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;3;0;0;0;1;0;3
542;el país NO ESTARÍA PLAGADO, INFESTADO DE JUECES CORRUPTOS QUE SE VENDEN AL MEJOR POSTOR UDS @CJudicaturaEc SON LOS CULPABLES DE QUE LA JUSTICIA ES;25;146;0;2;0;1.00;0.00;4.50;3.50;2.00;0.00;0.50;4.50;1;0;0;0;1;0;3
543;"@CJudicaturaEc @CorteNacional ... definan: 1.- ""técnico"" 2.- ""cumplió con el Ecuador"" Por qué de ser así...el país NO ESTARÍA PLAGADO, INFESTADO DE JUECES CORRUPTOS QUE SE VENDEN AL MEJOR POSTOR UDS @CJudicaturaEc SON LOS CULPABLES DE QUE LA JUSTICIA ES";40;253;0;2;0;1.50;0.50;2.00;3.00;4.50;0.50;8.00;2.00;3;0;0;0;1;0;3
544;Toda delincuencia en un TUITAZO;5;31;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
545;Toda delincuencia en un TUITAZO;5;31;0;1;1;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
546;Toda delincuencia en un TUITAZO;5;31;0;1;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
547;Toda delincuencia en un TUITAZO;5;31;0;2;1;1.00;0.00;4.50;0.00;2.00;0.00;0.50;0.00;0;0;0;0;0;0;1
548;Toda delincuencia en un TUITAZO;5;31;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
549;Lo único bueno es que si la delincuencia llegó a Casablanca, ahora tal vez le importe un cacahuate al gobierno la situación de Esmeraldas.;24;138;1;2;1;1.50;0.00;5.00;0.50;4.50;0.00;0.00;0.50;0;0;0;0;37;194;1
550;Lo único bueno es que si la delincuencia llegó a Casablanca, ahora tal vez le importe un cacahuate al gobierno la situación de Esmeraldas.;24;138;1;1;0;0.00;0.00;4.50;0.50;0.00;0.00;0.50;0.50;0;0;0;0;37;194;1
551;Lo único bueno es que si la delincuencia llegó a Casablanca, ahora tal vez le importe un cacahuate al gobierno la situación de Esmeraldas;24;137;0;1;1;3.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;37;194;1
552;@VillaFernando_ @LassoGuillermo Dios mío cómo me duele ver este video, la delincuencia está incontrolable, hasta cuándo!!;16;121;0;1;1;5.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;2;0;0;0;0;1;3
553;@VillaFernando_ @LassoGuillermo Dios mío cómo me duele ver este video, la delincuencia está incontrolable, hasta cuándo!!;16;121;0;2;1;2.50;0.00;4.00;1.00;12.50;0.00;2.00;2.00;2;0;0;0;0;1;3
554;@VillaFernando_ @LassoGuillermo Dios mío cómo me duele ver este video, la delincuencia está incontrolable, hasta cuándo!!;16;121;0;2;0;3.00;0.00;1.50;3.00;8.00;0.00;4.50;8.00;2;0;0;0;0;1;3
555;muchos queremos que seas candidato;5;34;0;2;0;0.50;0.00;5.00;0.00;0.50;0.00;0.00;0.00;0;0;0;0;0;1;1
556;"FALSO mi querido ""perseguido político""";5;38;0;2;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;1
557;muchos queremos que seas candidato;5;34;0;2;1;0.00;0.00;4.50;0.00;0.00;0.00;0.50;0.00;0;0;0;0;0;1;1
558;"FALSO mi querido ""perseguido político""";5;38;0;2;1;0.00;0.00;3.50;0.00;0.00;0.00;4.50;0.00;0;0;0;0;0;1;1
559;"FALSO mi querido ""perseguido político"".... muchos queremos que seas candidato. Sabemos que no vas a ganar, pero que vas a dividir el voto de la delincuencia 😊";27;159;1;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;1
560;"FALSO mi querido ""perseguido político"".... muchos queremos que seas candidato. Sabemos que no vas a ganar, pero que vas a dividir el voto de la delincuencia 😊";27;159;1;2;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;1
561;Sabemos que no vas a ganar, pero que vas a dividir el voto de la delincuencia 😊;17;80;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;1
562;Sabemos que no vas a ganar, pero que vas a dividir el voto de la delincuencia 😊;17;80;0;2;0;0.50;0.00;5.00;0.50;0.50;0.00;0.00;0.50;0;0;0;0;0;1;1
563;@VillaFernando_ @LassoGuillermo Envíenle copia a todas esas asambleístas q hablan estupideces defendiendo a la delincuencia y niegan respaldo a la policía!! A la cabeza de estropajo principalmente!!;27;198;0;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;2;0;0;0;4;5;3
564;@VillaFernando_ @LassoGuillermo Envíenle copia a todas esas asambleístas q hablan estupideces defendiendo a la delincuencia y niegan respaldo a la policía!! A la cabeza de estropajo principalmente!!;27;198;0;2;0;0.00;0.00;4.50;1.00;0.00;0.00;0.50;2.00;2;0;0;0;4;5;3
565;No buscan antecedentes;3;22;0;1;0;1.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
566;@JorgeGestoso Solo humo;3;23;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
567;No buscan antecedentes;3;22;0;2;1;0.00;0.00;3.50;0.00;0.00;0.00;4.50;0.00;0;0;0;0;0;0;2
568;@JorgeGestoso Solo humo;3;23;0;2;1;0.00;0.00;3.00;0.00;0.00;0.00;8.00;0.00;1;0;0;0;0;0;2
569;@JorgeGestoso Solo humo. No buscan antecedentes. Este H Corpus fue propiciado por un criminal, un asesino, al que se sumó otro reo, Salcedo, procesado por peculado, fraude procesal, delincuencia organizada, lavado de activos e ingreso de artículos prohibi;38;255;1;2;1;1.50;0.00;4.00;1.50;0.50;0.00;0.00;0.50;1;0;0;0;0;0;2
570;@JorgeGestoso Solo humo. No buscan antecedentes. Este H Corpus fue propiciado por un criminal, un asesino, al que se sumó otro reo, Salcedo, procesado por peculado, fraude procesal, delincuencia organizada, lavado de activos e ingreso de artículos prohibi;38;255;1;1;0;0.00;0.00;1.00;5.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
571;Este H Corpus fue propiciado por un criminal, un asesino, al que se sumó otro reo, Salcedo, procesado por peculado, fraude procesal, delincuencia organizada, lavado de activos e ingreso de artículos prohibi;32;206;0;1;1;2.00;0.00;3.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
572;Este H Corpus fue propiciado por un criminal, un asesino, al que se sumó otro reo, Salcedo, procesado por peculado, fraude procesal, delincuencia organizada, lavado de activos e ingreso de artículos prohibi;32;206;0;1;0;2.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
573;Una pena;2;8;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;4;1
574;Si no se pone un alto, la economía de esta ciudad se derrumbará aún más;15;71;0;1;0;0.00;0.00;1.00;4.00;0.00;0.00;0.00;0.00;0;0;0;0;0;4;1
575;Una pena;2;8;0;2;1;0.00;0.00;3.50;0.00;0.00;0.00;4.50;0.00;0;0;0;0;0;4;1
576;Esmeraldas se ha vuelto en tierra de nadie gobernada por el crimen organizado y la delincuencia común, los resultados: robos, asesinatos y extorsiones por doquier. Si no se pone un alto, la economía de esta ciudad se derrumbará aún más. Una pena.;42;246;1;2;1;1.50;0.00;3.50;1.00;0.50;0.00;0.50;0.00;0;0;0;0;0;4;1
577;Esmeraldas se ha vuelto en tierra de nadie gobernada por el crimen organizado y la delincuencia común, los resultados: robos, asesinatos y extorsiones por doquier. Si no se pone un alto, la economía de esta ciudad se derrumbará aún más. Una pena.;42;246;1;1;0;4.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;4;1
578;Si no se pone un alto, la economía de esta ciudad se derrumbará aún más;15;71;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;4;1
579;Esmeraldas se ha vuelto en tierra de nadie gobernada por el crimen organizado y la delincuencia común, los resultados: robos, asesinatos y extorsiones por doquier;25;162;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;4;1
580;Esmeraldas se ha vuelto en tierra de nadie gobernada por el crimen organizado y la delincuencia común, los resultados: robos, asesinatos y extorsiones por doquier;25;162;0;2;1;1.00;0.00;3.50;1.00;0.00;0.00;0.50;0.00;0;0;0;0;0;4;1
581;Esmeraldas se ha vuelto en tierra de nadie gobernada por el crimen organizado y la delincuencia común, los resultados: robos, asesinatos y extorsiones por doquier;25;162;0;1;0;4.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;4;1
582;Por favor;2;9;0;1;0;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;3;0;5;7
583;Usted cree que con esa ley los policías que ni preparados están, pueden reducir la delincuencia;16;95;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;3;0;5;7
584;Por favor;2;9;0;2;1;0.00;0.00;2.50;0.00;0.00;0.00;4.50;0.00;0;0;0;3;0;5;7
585;Usted cree que con esa ley los policías que ni preparados están, pueden reducir la delincuencia;16;95;0;2;1;0.50;0.00;4.50;1.00;0.50;0.00;0.50;0.00;0;0;0;3;0;5;7
586;@Hombrenormal4 @FLACOMENDOZA1 @PoliciaEcuador @EmergenciasEc @fabriciovelav @UNESECUADOR La falta de empleo es sinónimo de aumento de delincuencia;16;146;0;2;1;1.00;0.00;3.00;1.00;2.00;0.00;8.00;2.00;6;0;0;3;0;5;7
587;@Hombrenormal4 @FLACOMENDOZA1 @PoliciaEcuador @EmergenciasEc @fabriciovelav @UNESECUADOR La falta de empleo es sinónimo de aumento de delincuencia. Usted cree que con esa ley los policías que ni preparados están, pueden reducir la delincuencia. Por favor;34;254;0;2;1;1.00;0.00;4.50;1.50;2.00;0.00;0.50;0.50;6;0;0;3;0;5;7
588;@Hombrenormal4 @FLACOMENDOZA1 @PoliciaEcuador @EmergenciasEc @fabriciovelav @UNESECUADOR La falta de empleo es sinónimo de aumento de delincuencia;16;146;0;1;0;0.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00;6;0;0;3;0;5;7
589;@Hombrenormal4 @FLACOMENDOZA1 @PoliciaEcuador @EmergenciasEc @fabriciovelav @UNESECUADOR La falta de empleo es sinónimo de aumento de delincuencia. Usted cree que con esa ley los policías que ni preparados están, pueden reducir la delincuencia. Por favor;34;254;0;1;0;1.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;6;0;0;3;0;5;7
590;Ya déjense de miserias, políticos;5;33;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;4;21;82;1
591;El enemigo común es la pobreza y la delincuencia, no el gobierno o el correísmo;15;79;0;1;0;0.00;0.00;5.00;2.00;0.00;0.00;0.00;0.00;0;0;0;4;21;82;1
592;Ya déjense de miserias, políticos;5;33;0;2;1;0.00;1.00;5.00;2.50;0.00;2.00;0.00;12.50;0;0;0;4;21;82;1
593;El enemigo común es la pobreza y la delincuencia, no el gobierno o el correísmo. Ya déjense de miserias, políticos.;20;115;1;1;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;4;21;82;1
594;El enemigo común es la pobreza y la delincuencia, no el gobierno o el correísmo. Ya déjense de miserias, políticos.;20;115;1;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;4;21;82;1
595;El enemigo común es la pobreza y la delincuencia, no el gobierno o el correísmo;15;79;0;2;1;0.00;0.00;5.00;2.50;0.00;0.00;0.00;12.50;0;0;0;4;21;82;1
596;Esmeraldas es un hervidero de delincuencia organizada;7;53;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
597;El único modo de producir de la mayoría de gente es a través del turismo;15;72;0;1;0;0.00;0.00;3.00;4.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
598;"¿Cree usted que en estas condiciones, ""aunque los buenos sean más"", habrá futuro para esta provincia?";16;101;0;1;0;0.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
599;@LassoGuillermo;1;15;0;1;1;0.00;2.00;5.00;5.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;1
600;Esmeraldas es un hervidero de delincuencia organizada;7;53;0;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
601;"@LassoGuillermo . Esmeraldas es un hervidero de delincuencia organizada. El único modo de producir de la mayoría de gente es a través del turismo. ¿Cree usted que en estas condiciones, ""aunque los buenos sean más"", habrá futuro para esta provincia?";40;248;1;1;1;2.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;1
602;"@LassoGuillermo . Esmeraldas es un hervidero de delincuencia organizada. El único modo de producir de la mayoría de gente es a través del turismo. ¿Cree usted que en estas condiciones, ""aunque los buenos sean más"", habrá futuro para esta provincia?";40;248;1;1;0;0.00;0.00;1.00;4.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;1
603;El único modo de producir de la mayoría de gente es a través del turismo;15;72;0;2;1;4.00;0.00;5.00;2.00;2.00;0.00;0.00;8.00;0;0;0;0;0;0;1
604;"¿Cree usted que en estas condiciones, ""aunque los buenos sean más"", habrá futuro para esta provincia?";16;101;0;2;1;0.00;0.00;5.00;2.50;0.00;0.00;0.00;12.50;0;0;0;0;0;0;1
605;Imparable la delincuencia;3;25;0;1;0;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
606;Ya ni vacacionar trae paz 😭;6;28;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
607;Imparable la delincuencia;3;25;0;2;1;2.00;0.00;5.00;2.00;8.00;0.00;0.00;8.00;0;0;0;0;0;0;1
608;Ya ni vacacionar trae paz 😭;6;28;0;2;1;2.50;0.00;5.00;0.50;12.50;0.00;0.00;0.50;0;0;0;0;0;0;1
609;Imparable la delincuencia. Ya ni vacacionar trae paz 😭;9;55;1;2;1;2.50;0.00;5.00;1.50;12.50;0.00;0.00;4.50;0;0;0;0;0;0;1
610;Imparable la delincuencia. Ya ni vacacionar trae paz 😭;9;55;1;1;0;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
612;@omaridrovo En casa, más vale la tranquilidad de casa que estar en peligro por la delincuencia;16;94;0;1;1;0.00;0.00;5.00;5.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
613;@relicheandres @LassoGuillermo En 14 años inauguraron la delincuencia organizada y narcopolitica, las ratas del correato;15;120;0;1;0;0.00;0.00;4.00;5.00;0.00;0.00;0.00;0.00;2;0;0;1;0;0;3
614;@relicheandres @LassoGuillermo En 14 años inauguraron la delincuencia organizada y narcopolitica, las ratas del correato;15;120;0;1;1;5.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;2;0;0;1;0;0;3
615;@fabriciovelav La delincuencia se ha tomado por completo al país, no hay un lugar seguro !!!;16;92;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;4;2
616;@fabriciovelav La delincuencia se ha tomado por completo al país, no hay un lugar seguro !!!;16;92;0;1;1;1.00;0.00;5.00;3.00;0.00;0.00;0.00;0.00;1;0;0;0;0;4;2
617;Y empiezan a combatir la delincuencia y el sicariato;9;52;0;1;0;0.00;0.00;4.00;5.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
618;Porque hasta ahora no se ha visto que hayan hecho nada;11;54;0;1;0;0.00;0.00;5.00;4.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
619;@PoliciaEcuador Pero después de tantos cursitos cuando será que ponen en práctica lo aprendido;14;94;0;1;0;0.00;0.00;5.00;3.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
620;Y empiezan a combatir la delincuencia y el sicariato;9;52;0;2;1;0.00;0.00;5.00;1.50;0.00;0.00;0.00;4.50;0;0;0;0;0;0;2
621;Y empiezan a combatir la delincuencia y el sicariato;9;52;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
622;Porque hasta ahora no se ha visto que hayan hecho nada;11;54;0;2;1;2.50;0.50;5.00;2.00;12.50;0.50;0.00;8.00;0;0;0;0;0;0;2
623;@PoliciaEcuador Pero después de tantos cursitos cuando será que ponen en práctica lo aprendido;14;94;0;2;1;2.50;0.00;4.50;1.00;12.50;0.00;0.50;2.00;1;0;0;0;0;0;2
624;@PoliciaEcuador Pero después de tantos cursitos cuando será que ponen en práctica lo aprendido. Y empiezan a combatir la delincuencia y el sicariato. Porque hasta ahora no se ha visto que hayan hecho nada;34;204;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
625;@PoliciaEcuador Pero después de tantos cursitos cuando será que ponen en práctica lo aprendido. Y empiezan a combatir la delincuencia y el sicariato. Porque hasta ahora no se ha visto que hayan hecho nada;34;204;0;1;0;0.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
626;Me ratifico Quito esta invadida de grupos guerrilleros delincuentes encubiertos;10;79;0;1;0;1.00;0.00;5.00;4.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;4
627;@Agus15039 @estefan35808787 @LassoGuillermo Estoy diciendo que la delincuencia nos sobrepasa;10;92;0;1;0;0.00;3.00;5.00;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;0;4
628;Pero ya dejen el discurso de que en las protestas pusieron sí a toda la policía;16;79;0;1;0;0.00;3.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;4
629;Me ratifico Quito esta invadida de grupos guerrilleros delincuentes encubiertos;10;79;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;4
630;@Agus15039 @estefan35808787 @LassoGuillermo Estoy diciendo que la delincuencia nos sobrepasa;10;92;0;2;1;1.50;0.50;5.00;2.50;4.50;0.50;0.00;12.50;3;0;0;0;0;0;4
631;Pero ya dejen el discurso de que en las protestas pusieron sí a toda la policía;16;79;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;4
632;@Agus15039 @estefan35808787 @LassoGuillermo Estoy diciendo que la delincuencia nos sobrepasa. Pero ya dejen el discurso de que en las protestas pusieron sí a toda la policía. Me ratifico Quito esta invadida de grupos guerrilleros delincuentes encubiertos;36;254;0;2;1;2.50;0.00;5.00;3.50;12.50;0.00;0.00;4.50;3;0;0;0;0;0;4
633;@Agus15039 @estefan35808787 @LassoGuillermo Estoy diciendo que la delincuencia nos sobrepasa. Pero ya dejen el discurso de que en las protestas pusieron sí a toda la policía. Me ratifico Quito esta invadida de grupos guerrilleros delincuentes encubiertos;36;254;0;1;0;0.00;5.00;4.00;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;0;4
634;Se propuso un estado de emergencia, la asambl;8;45;0;1;0;4.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;7
635;HOY solo en caso de estado de excepción podrían actuar militares;11;64;0;1;0;1.00;5.00;3.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;7
636;@Moniasper @DottiRatti @mjdotti @PoliciaEcuador @nielsolsenp @TurismoEc La Policía es insuficiente en número para combatir la delincuencia;16;138;0;1;0;1.00;4.00;4.00;1.00;0.00;0.00;0.00;0.00;6;0;0;0;0;1;7
637;Se propuso un estado de emergencia, la asambl;8;45;0;2;1;2.00;0.00;0.00;0.00;8.00;0.00;0.00;0.00;0;0;0;0;0;1;7
638;Se propuso un estado de emergencia, la asambl;8;45;0;2;1;0.00;0.00;2.50;0.00;0.00;0.00;12.50;0.00;0;0;0;0;0;1;7
639;HOY solo en caso de estado de excepción podrían actuar militares;11;64;0;2;1;1.50;0.00;4.50;0.00;4.50;0.00;0.50;0.00;0;0;0;0;0;1;7
640;@Moniasper @DottiRatti @mjdotti @PoliciaEcuador @nielsolsenp @TurismoEc La Policía es insuficiente en número para combatir la delincuencia;16;138;0;2;1;2.50;0.00;5.00;0.50;12.50;0.00;0.00;0.50;6;0;0;0;0;1;7
641;@Moniasper @DottiRatti @mjdotti @PoliciaEcuador @nielsolsenp @TurismoEc La Policía es insuficiente en número para combatir la delincuencia. HOY solo en caso de estado de excepción podrían actuar militares. Se propuso un estado de emergencia, la asambl;35;251;0;2;1;3.00;0.00;3.00;1.50;2.00;0.00;8.00;4.50;6;0;0;0;0;1;7
642;@Moniasper @DottiRatti @mjdotti @PoliciaEcuador @nielsolsenp @TurismoEc La Policía es insuficiente en número para combatir la delincuencia. HOY solo en caso de estado de excepción podrían actuar militares. Se propuso un estado de emergencia, la asambl;35;251;0;1;0;1.00;5.00;4.00;1.00;0.00;0.00;0.00;0.00;6;0;0;0;0;1;7
643;Permitan el porte de armas a la gente y esto se resuelve pronto! @LassoGuillermo;14;80;0;2;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;10;15;1
644;Cuando la pelea es entre los buenos desarmados Vs criminales armados hay que nivelar la balanza;16;95;0;2;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;10;15;1
645;Ustedes creen que por el camino que vamos se eliminará la delincuencia ? Cada día se pondrá peor;18;96;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;10;15;1
646;Permitan el porte de armas a la gente y esto se resuelve pronto! @LassoGuillermo;14;80;0;2;1;0.00;0.00;5.00;0.50;0.00;0.00;0.00;0.50;1;0;0;0;10;15;1
647;Cuando la pelea es entre los buenos desarmados Vs criminales armados hay que nivelar la balanza;16;95;0;2;1;0.00;0.00;5.00;0.50;0.00;0.00;0.00;0.50;0;0;0;0;10;15;1
