Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
10.0.2.15,60537,148.251.190.229,9010,6,9749784,303.193.178.433.491,362.264.435.807,27.611.962.616.823,422.847.235.548.647,2369035,0,58.982.359.346.643,621.091.332.905.077,2369089,0,51.943.015.450.187,580.912.993.355.475,2369194,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9998841,566.004.599.933.132,610.070.707.195,164.184.581.280.788,124.441.433.520.697,2525066,0,636.868.853.503.185,240.463.093.770.871,2525066,0,221.609.534.368.071,145.853.045.355.111,2563431,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,8820093,284.443.826.159.203,352.490.614.328,28.378.677.606.178,179.058.852.497.252,536173,0,56.071.792.752.702,259.002.354.460.823,536486,0,57.488.076.923.077,261.382.902.751.687,536173,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9997862,858.408.527.743.232,1.025.219.191.863,9.763.537.109.375,507.317.258.099.168,986030,0,292.329.970.760.234,864.911.418.124.114,986076,51,146.769.794.419.971,62.071.433.409.653,986072,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9940857,304.538.230.456.388,3.639.525.244.151,27.483.707.492.397,132.340.663.276.091,391570,0,640.098.840.953,202.499.595.546.845,392034,0,48.018.259.815.802,177.213.412.872.904,391570,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9940879,595.188.815.797.879,792.686.441.511,126.313.583.227.446,827.832.783.983.137,1562760,0,223.390.539.325.843,110.929.326.176.246,1562812,0,291.477.126.099.707,126.218.997.878.336,1601080,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9900219,13.482.277.513.255,1.565.621.932.202,63.913.615.235.636,235.945.082.290.786,363931,0,196.039.405.940.594,397.282.450.663.507,364015,40,94.920.182.166.827,293.686.772.820.005,402332,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9997405,178.040.901.613.969,2.052.532.632.218,48.744.051.682.106,51.592.729.377.951,2038801,0,126.546.835.443.038,833.013.210.676.964,2038801,7,79.344.071.428.572,668.077.416.780.483,2077722,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9990180,119.369.120.476.308,1.575.547.187.338,63.510.362.364.908,655.259.179.718.435,2293085,0,107.768.072.289.157,868.247.666.801.063,2309267,0,151.570.242.792.109,100.981.279.557.527,2293085,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,1049706,25.588.117.053.728,66.685.338.561,174951,258.343.344.045.865,589422,186,524853,147.188.519.144.667,628931,420775,336.667.333.333.333,296.459.264.043.702,589422,10354,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9966774,303.774.019.557.381,3.668.187.921.187,27.268.875.512.996,179.959.482.852.071,601869,0,58.160.323.149.236,264.947.041.071.308,602653,0,51.058.288.934.426,24.865.120.252.105,601869,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,7100177,34.276.610.287.321,94.363.844.732,107.578.439.393.939,211.559.243.092.086,1283197,13,244.833.689.655.172,273.928.125.158.003,1284975,1035,194.874.722.222.222,259.804.392.845.146,1283197,13,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,8358240,20.343.206.225.234,2.659.650.835.583,37.615.841.584.159,263.548.057.557.294,493746,0,64.343.648.960.739,352.344.267.929.699,531503,0,90.648.275.488.069,410.045.737.839.666,493746,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9965599,133.766.871.414.353,1.457.012.267.903,68.680.902.825.638,53.162.332.530.475,1460506,0,25.036.932.160.804,100.501.588.124.966,1460560,21,9.470.708.174.905,633.136.014.098.522,1500386,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9998892,360.190.809.141.653,4.086.452.778.968,24.477.091.799.266,143.755.915.288.974,369253,0,6.617.400.397.088,242.838.451.800.843,369802,0,38.849.510.299.262,186.608.941.724.154,369253,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,7798407,103.247.240.109.422,1.374.639.718.086,72.814.257.703.081,809.182.852.684.186,2256867,0,124.575.191.693.291,106.553.093.797.947,2256923,1,17.562.795.045.045,125.616.714.757.207,2257090,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9926401,439.805.020.973.866,507.736.892.757,19.699.148.640.603,150.083.470.347.754,700420,0,48.350.711.154.408,236.267.186.506.235,700984,0,33.252.941.373.535,196.186.542.127.269,700420,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9834220,138.176.083.105.727,1.499.864.757.957,66.717.910.447.761,499.629.439.617.633,1465105,0,248.332.651.515.152,955.040.202.604.145,1465725,26,91.310.882.079.852,587.026.359.262.368,1465105,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9702557,1.796.938.683.277,2.381.846.352.462,42.002.411.255.411,273.579.553.726.797,432245,0,72.082.117.384.844,363.149.092.753.215,434876,0,98.469.325.025.961,416.106.204.949.113,432245,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9972869,701.120.209.239.688,823.233.514.849,121.620.353.658.537,650.211.400.216.817,1286385,0,373.515.692.883.896,111.037.301.884.965,1286423,52,180.579.565.217.391,791.576.788.573.618,1286427,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9899390,955.064.908.039.788,1.218.256.882.495,82.152.614.107.884,398.788.243.320.961,595729,0,195.636.126.482.214,623.320.042.079.696,637064,6,141.823.510.028.653,527.834.048.550.609,595729,3,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9968394,287.976.980.043.124,3.472.976.690.127,28.802.062.987.576,133.076.411.486.066,149496,0,63.091.101.265.823,200.985.644.843.386,181348,0,53.016.521.276.596,185.779.187.486.846,149496,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9968415,306.693.591.709.414,332.550.360.313,30.079.707.302.354,137.338.675.769.295,429609,0,108.234.690.553.746,249.162.055.270.602,430228,45,41.673.779.264.214,16.453.241.107.591,429609,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9987187,342.207.270.175.276,3.799.868.771.857,26.323.634.686.347,95.447.955.916.739,121689,0,89.410.805.729.633,167.625.135.303.602,122166,58,37.320.695.067.265,116.326.421.946.526,121689,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9948511,46.071.206.032.742,5.358.590.848.419,18.665.123.827.392,80.317.594.393.408,138921,0,47.170.412.517.781,127.305.113.868.414,140448,0,30.895.885.093.168,1.048.822.545.659,138921,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,9999689,356.099.574.696.773,3.933.122.320.104,25.431.559.003.052,107.158.579.815.952,338985,0,80.189.967.923.015,18.497.105.897.178,339569,0,37.255.856.929.955,130.433.053.757.033,338985,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,60537,148.251.190.229,9010,6,466579,499.797.461.951.781,5.229.553.837.614,19.200.781.893.004,70.737.563.096.683,48143,0,728.834.375,131.024.280.510.271,48555,144,26.211.460.674.157,82.053.320.662.559,48143,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9992749,134.713.680.890.013,247.179.229.659,40.620.930.894.309,105.440.114.718.122,709346,8,951.673.333.333.333,151.626.031.170.231,709468,49,713.751.071.428.572,135.726.089.568.475,709346,11,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9148361,140.548.563.835.642,1.758.784.988.918,56.892.792.288.557,244.999.660.535.638,447491,2,164.832.558.558.559,411.929.017.733.447,449814,22,869.263.878.327,319.480.052.386.018,447491,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,4779927,18.054.669.035.741,50.209.971.826,207.822.913.043.478,406.812.977.674.789,1719937,30,477979.5,517.678.104.928.632,1719992,1611,251.892.416.666.667,289.602.145.731.145,761897,1871,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,4058126,1.338.056.038.674,39.427.065.596,270.541.733.333.333,457.163.373.648.769,1453284,169,811625.2,445.347.634.585.275,1456400,459862,446.558.888.888.889,527.688.306.487.704,1453284,2590,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,7284990,183.874.926.389.741,2.230.613.906.128,44.858.312.807.882,462.208.312.169.877,1391786,3,131.261.081.081.081,796.629.042.808.811,1402062,21,67.757.490.636.704,570.551.349.017.816,1391786,4,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9741062,14.403.973.611.912,43.116.448.699,23.758.687.804.878,110.091.689.568.317,7058971,35,512.676.842.105.263,159.587.023.192.667,7058971,59,127.706.047.619.048,177.576.701.385.761,725282,220,59,0,59,59,7058971,0,7058971,7058971,MAIL
10.0.2.15,59960,198.52.200.39,443,6,7827413,219.470.468.723.191,2.887.288.558.812,34.649.902.611.775,23.837.175.852.138,693569,5,58.720.277.569.392,323.717.240.669.159,707366,25,84.584.345.945.946,378.590.316.752.953,693569,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9982303,131.495.106.890.664,1.759.113.102.457,56.879.219.373.219,812.080.968.524.505,2736763,0,94.061.495.601.173,106.140.770.842.514,2736820,6,136.513.064.295.486,125.649.640.207.692,2736893,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,4032013,28.065.385.701.882,8.184.497.421,12.600.040.625,238.606.258.156.695,939943,18,310.154.846.153.846,298.504.237.198.527,942896,506,216.849.888.888.889,288.676.285.883.338,939943,48,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,6364444,36.094.276.263.567,8.798.883.296,115.717.163.636.364,239.511.145.241.933,1295132,47,265.185.166.666.667,312.472.434.260.614,1297215,230,210.899.766.666.667,293.919.583.656.023,1295132,262,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9309520,20.289.982.727.359,60.153.477.301,169264,509.864.789.623.826,3508126,39,372368.84,717.123.261.750.242,3510934,58,319.733.655.172.414,673.011.199.253.096,3508126,152,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9999017,239.494.742.333.171,3.129.307.610.938,31.966.166.879.795,25.865.941.245.407,712366,0,61.305.763.335.377,36.670.293.764.144,715713,0,66.836.951.871.658,374.702.039.881.608,712366,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9994814,198.063.015.479.828,2.543.318.965.215,39.334.175.521.448,646.490.216.066.358,3115309,2,759.287.421.875,910.446.639.481.834,3115362,5,79.323.293.650.794,918.163.083.919.617,3115441,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,6292335,25.750.377.244.695,7.787.252.268,1.310.903.125,315.434.989.510.915,1895148,17,299.626.666.666.667,432.607.943.580.713,1902149,255,241.043.615.384.615,400.322.445.761.521,1895148,272,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9994680,275.494.363.001.117,355.489.120.212,28.138.175.675.676,241.648.451.212.521,748265,0,56.691.321.610.891,35.151.243.836.922,753791,21,55.897.673.378.076,343.249.647.126.633,748265,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9884371,163.492.851.492.523,2.150.870.298.171,46.514.687.058.824,745.266.148.190.218,3059601,0,86.323.860.262.009,101.912.360.246.685,3059650,0,100.963.697.650.664,109.742.943.895.016,3059686,4,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,7106182,23.565.397.002.216,67.546.820.501,151.195.361.702.128,332.316.037.472.544,1884909,34,355309.1,445.962.962.037.019,1888182,409,271778.5,412.058.377.542.042,1884909,318,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9999663,184.974.733.648.524,2.475.083.410.311,40.419.009.700.889,356.157.789.876.281,1026065,0,71.579.277.022.191,482.909.278.712.767,1035652,6,92.931.700.743.495,540.312.117.952.842,1026065,4,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9954186,242.227.139.416.523,3.069.060.594.206,32.593.929.273.085,387.746.710.927.123,1696559,2,70.049.802.955.665,58.304.966.684.892,1734634,23,60.992.530.637.255,532.667.042.157.679,1696559,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9532044,126.418.845.737.598,180.443.984.522,557.429.473.684.211,429.066.916.447.434,5343708,16,982.665.979.381.443,568.749.106.431.453,5343768,16,130.566.616.438.356,651.935.315.627.475,5343742,93,834028,0,834028,834028,5343708,0,5343708,5343708,MAIL
10.0.2.15,59960,198.52.200.39,443,6,1023497,26.526.702.081.198,87.933.819.054,127.937.125,209.500.280.049.208,475780,59,255874.25,28.403.493.619.785,508908,59,322.035.666.666.667,250.292.512.241.843,475780,33224,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9177574,148.590.575.243.523,1.859.968.658.384,53.795.861.664.713,336.175.901.161.854,767128,0,154.501.734.006.734,57.401.640.742.148,769975,23,8.260.493.249.325,41.637.296.659.135,767128,4,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,1170920,27.576.606.429.133,76.862.637.926,146365,363.350.751.879.542,1043926,60,292647.25,509.956.491.411.032,1056943,11734,356356,595.453.434.051.732,1043926,11928,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9280243,46.831.747.832.465,127.151.842.899,793.183.162.393.162,16.993.312.338.112,1144008,0,175.095.603.773.585,228.874.414.063.976,1178575,19,147.302.476.190.476,211.857.409.725.523,1144008,166,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,2875436,33.688.804.063.106,93.898.803.521,110.593.692.307.692,216.884.233.623.889,711890,16,261384,284.017.118.074.246,751103,534,204.841.785.714.286,265.445.685.172.686,711890,51,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9733425,141.008.637.761.117,178.970.917.226,55.907.093.624.354,330.212.613.934.641,747247,3,159.823.891.625.616,562.071.355.040.766,747311,28,86.060.247.568.524,417.260.762.467.528,786374,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,2011744,42.753.948.812.573,109.357.850.701,957.973.333.333.334,172.790.961.682.703,470661,18,251.429.125,209.149.996.783.879,484745,1894,167.461.666.666.667,203.019.954.444.847,470661,52,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,8467714,38.030.334.987.696,103.924.152.375,973.300.459.770.115,207.421.223.249.959,1102919,42,217.112.923.076.923,27.546.009.640.135,1104935,122,180.158.872.340.426,257.626.558.768.832,1102919,192,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9990008,112.943.453.098.336,136.636.527.218,73.240.527.859.237,589.022.299.278.816,1347860,0,219.079.122.807.018,102.379.732.409.574,1385563,22,110.112.293.274.531,720.461.536.384.968,1347860,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9724822,26.156.468.468.009,380.469.688.803,263.545.311.653.117,120.449.805.838.229,1522511,0,694.615.428.571.429,191.871.777.736.152,1527739,18,426.515.087.719.298,151.445.289.801.272,1522511,6,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,2656948,34.524.574.812.906,94.092.921.653,110.706.166.666.667,198.229.441.544.425,535320,52,265682.6,252.783.636.070.762,571796,297,204.170.153.846.154,234.693.116.014.242,535320,215,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9725272,140.770.664.306.356,1.758.305.577.469,56.906.214.160.328,368.265.772.815.986,549073,0,163.175.704.697.987,635.114.459.024.135,572094,24,87.102.904.676.259,459.238.794.754.022,549073,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,2810281,32.537.671.499.754,96.075.801.673,108.087.730.769.231,198.465.781.120.587,618235,17,234.176.083.333.333,255.957.979.091.902,640873,62,215.736.307.692.308,242.275.218.952.326,618235,50,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,8906918,36.155.042.630.908,99.922.330.036,101.214.977.272.727,218.808.899.832.654,1251325,0,222.665.425,28.971.330.614.538,1253721,148,189.505.212.765.957,272.895.989.106.292,1251325,189,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9968120,14.620.610.506.294,43.137.522.421,23.733.619.047.619,103.932.626.559.351,6726853,29,524.626.368.421.053,151.856.554.568.639,6726991,221,452.957.772.727.273,141.681.186.902.348,6727169,226,2745504,0,2745504,2745504,6726853,0,6726853,6726853,MAIL
10.0.2.15,59960,198.52.200.39,443,6,8115978,377.493.137.610.772,4.804.103.707.526,20.820.877.373.012,186.688.677.899.156,656431,0,43.032.757.158.006,277.008.998.155.532,671385,0,40.139.219.293.884,259.624.690.898.452,656431,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9440460,139.081.252.396.599,1.880.204.990.011,53.215.670.800.451,712.637.790.380.241,2773413,0,92.012.280.701.754,943.580.417.618.672,2773474,0,126.342.449.799.197,110.048.077.898.385,2773546,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9984526,28.757.499.354.501,6.510.073.688,15.600.821.875,542.470.220.876.143,4169982,10,384.014.846.153.846,810.992.523.546.435,4176386,53,269.779.783.783.784,695.526.660.895.666,4169982,16,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,8622599,353.679.557.636.856,4.546.193.090.969,22.002.038.785.405,153.807.006.878.701,652263,0,45.598.090.957.166,234.038.440.743.875,688356,0,42.356.763.690.183,216.571.076.969.772,652263,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9720788,135.787.859.996.535,1.837.299.609.867,54.458.196.078.431,753.722.497.404.973,2998840,5,94.467.444.120.505,995.880.534.764.359,2998895,6,128.711.205.298.013,115.839.818.915.366,2998975,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9811764,138.214.494.355.959,1.713.249.523.735,58.403.357.142.857,507.505.294.470.847,1606466,1,168.870.223.752.152,866.902.425.186.514,1606466,22,89.337.149.362.477,635.733.563.421.142,1644314,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9914090,29.743.526.637.341,75.649.908.363,133.974.189.189.189,301.859.481.688.866,1438392,55,309.807.375,405.376.503.256.461,1449787,137,241.625.195.121.951,374.243.521.679.014,1438392,128,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9959994,12.996.995.781.323,40.160.666.763,255.384.461.538.461,870.266.367.865.242,5175681,38,524.210.210.526.316,12.061.888.693.687,5175681,282,523.805.368.421.053,120.820.299.233.905,5175915,186,4499604,0,4499604,4499604,5175681,0,5175681,5175681,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9645491,142.253.722.490.644,1.765.591.819.017,56.671.509.988.249,389.282.109.560.358,634067,2,163.203.637.901.861,667.608.844.841.022,649490,20,86.873.810.810.811,482.059.956.190.775,634067,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,1863336,40.486.525.242.898,10.733.437.233,980.703.157.894.737,181.406.660.290.279,539852,29,207003,242.135.091.954.367,577494,3514,206.617.888.888.889,22.508.378.246.691,539852,2685,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,7933906,218.073.165.979.027,290.651.288.281,344.204.164.859,29.309.695.176.812,730964,0,59.385.523.952.096,397.699.960.618.906,737113,0,81.958.326.446.281,4.525.117.672.407,730964,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9401925,13.941.325.845.505,1.882.593.192.352,53.148.247.597.513,768.221.348.760.415,3049068,0,9.181.353.515.625,101.332.691.202.968,3049120,0,126.338.198.924.731,118.547.450.387.131,3049327,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9997031,11.492.382.088.242,140.941.845.634,71.001.640.625,582.117.285.660.262,1141907,2,207.406.307.053.942,100.319.681.607.292,1181552,23,108.047.816.216.216,716.869.464.470.064,1141907,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9982462,164.448.409.620.793,2.185.833.514.818,45.770.114.626.318,403.376.095.121.129,847520,1,82.567.923.904.053,550.776.364.260.535,847520,1,102.395.736.354.274,602.857.479.811,847818,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,8590900,185.023.105.844.556,2.463.071.389.494,40.618.912.529.551,733.133.114.192.434,3277943,0,69.844.715.447.155,964.286.109.652.311,3278168,0,96.742.251.131.222,11.361.500.453.843,3278145,4,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9864055,27.435.978.408.474,80.088.766.739,126.462.243.589.744,301.806.839.647.833,1700712,12,281826,411.674.748.728.039,1705246,51,234.835.761.904.762,382.886.292.654.838,1700712,169,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9273631,146.068.567.964.371,1.819.136.431.027,55.003.742.586.002,399.610.695.816.677,1037259,4,158.520.598.290.598,682.595.545.467.399,1048006,27,84.303.109.090.909,494.237.328.710.203,1037259,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9954653,206.674.908.708.521,2.750.472.567.954,36.370.672.268.908,672.388.248.169.065,3325325,0,62.372.023.809.524,882.283.427.937.854,3325381,0,87.281.438.596.491,104.264.592.308.163,3325481,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,7884607,123.381.165.351.678,166.907.494.565,59.958.988.593.156,890.118.206.158.155,3091095,4,103.744.828.947.368,117.464.274.876.876,3091151,53,141.599.151.624.549,137.157.030.296.622,3091409,4,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9777590,136.126.796.071.425,1.660.940.988.526,6.024.393.099.199,486.313.842.603.562,1073321,2,1.764.859.566.787,837.636.884.939.476,1073381,23,91.502.528.089.888,604.441.134.307.624,1111944,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,7824774,32.356.206.070.616,93.293.429.305,108.677.416.666.667,226.889.120.873.322,1076658,35,237.110.727.272.727,297.070.120.014.647,1077238,186,205.760.131.578.947,282.517.340.267.735,1076658,189,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,8394452,205.761.138.428.095,2.763.730.139.859,3.619.858.559.724,356.279.722.209.416,823515,0,62.551.803.278.689,477.564.419.330.801,836273,0,86.004.907.786.885,547.751.094.589.871,823515,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9523293,27.796.614.049.363,3.551.292.604.354,28.167.089.618.456,208.985.501.366.786,704697,0,60.657.057.324.841,319.021.854.509.311,704752,0,52.596.928.176.796,292.210.247.516.841,704839,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,3123571,29.552.713.864.996,89.640.991.032,115.687.814.814.815,217.073.871.945.977,603915,18,260.281.166.666.667,281.649.500.279.993,643595,732,222905.5,263.570.830.053.692,603915,678,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,8368732,205.712.167.625.872,2.761.469.718.471,36.228.277.056.277,330.146.116.175.137,831036,0,62.593.358.264.772,445.480.809.108.203,837835,6,85.697.530.864.198,509.318.628.282.154,831036,4,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9996539,259.803.117.859.091,3.308.144.948.967,30.237.565.033.273,238.397.923.202.238,436689,0,64.870.129.785.853,358.345.636.570.078,466752,0,56.652.182.539.683,331.334.697.961.139,436689,0,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,4410122,155.406.131.621.756,24.942.620.635,404.598.348.623.853,132.899.602.728.868,700816,8,100.227.340.909.091,205.296.216.685.078,704831,29,689.069.375,16.986.027.836.495,700816,12,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,7835836,221.221.960.235.002,2.965.860.949.617,33.731.536.805.855,290.802.068.693.506,747655,0,58.172.501.855.976,394.174.407.100.622,754402,4,80.364.030.769.231,452.026.911.715.725,747655,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9994867,265.795.432.795.654,3.374.732.250.064,29.640.768.090.154,278.672.127.222.881,1099243,0,63.986.824.583.867,420.065.403.775.382,1099335,0,55.142.841.348.812,388.569.876.722.056,1135816,2,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,4254132,21.698.903.560.115,65.818.362.007,157.560.444.444.444,249.775.449.118.778,610863,29,386.739.272.727.273,275.899.973.217.864,648371,2502,280753.4,282.233.904.837.004,610863,2033,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9966289,139.781.818.488.306,1.903.416.607.726,52.564.815.400.844,381.130.015.948.433,754661,6,9.093.227.189.781,516.757.816.587.285,767807,26,124.730.976.220.275,593.378.808.524.591,754661,6,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9706942,369.058.556.237.381,534.668.899.845,187.392.702.702.703,120.208.297.048.692,2369363,5,332.420.445.205.479,161.082.045.228.718,2372496,50,425.734.888.888.889,181.213.521.650.396,2369363,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9905066,131.868.480.230.218,1.778.887.692.419,56.246.825.667.235,423.598.920.724.623,1074761,5,96.916.702.544.031,575.793.658.511.421,1112012,6,133.768.861.788.618,660.393.994.651.143,1074761,5,0,0,0,0,0,0,0,0,MAIL
10.0.2.15,59960,198.52.200.39,443,6,9973370,732.911.743.974.203,1.003.672.780.615,9973.37,323.682.843.980.643,437912,0,260.397.206.266.318,502.918.472.107.237,437979,27,161.853.538.961.039,413.993.653.911.703,437922,0,0,0,0,0,0,0,0,0,MAIL
